tweet_id,retweet_count,favorite_count
823719002937630720,11266,0
823699002998870016,2540,14056
823581115634085888,2637,13103
823333489516937216,25,703
823322678127919110,4052,15827
823269594223824897,9950,0
822975315408461824,3471,17412
822872901745569793,43528,132357
822859134160621569,2294,13345
822647212903690241,6451,0
822610361945911296,2979,14913
822489057087389700,6451,18282
822462944365645825,14420,28212
822244816520155136,9950,35174
822163064745328640,4811,0
821886076407029760,2329,11388
821813639212650496,3382,0
821765923262631936,1672,8470
821522889702862852,1774,8080
821421320206483457,5624,0
821407182352777218,4368,11860
821153421864615936,10,257
821149554670182400,2004,8709
821107785811234820,2153,9666
821044531881721856,2301,12762
820837357901512704,6788,0
820749716845686786,9967,31790
820690176645140481,3259,12300
820494788566847489,569,0
820446719150292993,2584,0
820314633777061888,569,3371
820078625395449857,6347,19966
820013781606658049,1185,0
819952236453363712,1185,5371
819924195358416896,4921,13010
819711362133872643,3141,13479
819588359383371776,2005,9723
819347104292290561,1220,7277
819238181065359361,410,2290
819227688460238848,6788,23252
819015337530290176,37211,0
819015331746349057,19127,0
819006400881917954,19127,45689
819004803107983360,37211,87686
818646164899774465,21228,0
818627210458333184,7613,22606
818614493328580609,2594,9935
818588835076603904,6212,0
818536468981415936,2481,11008
818307523543449600,8176,0
818259473185828864,2290,11127
818145370475810820,2602,12391
817908911860748288,812,4901
817827839487737858,27360,52151
817777686764523521,2720,10840
817536400337801217,2997,11885
817502432452313088,3431,0
817423860136083457,14877,34171
817415592588222464,958,5652
817181837579653120,8553,0
817171292965273600,2047,8859
817120970343411712,2626,12346
817056546584727552,1659,8691
816829038950027264,4764,0
816816676327063552,2066,10119
816697700272001025,2221,9901
816450570814898180,8176,30743
816336735214911488,1966,8695
816091915477250048,2170,9029
816062466425819140,1031,0
816014286006976512,5334,0
815990720817401858,1031,4993
815966073409433600,8553,22659
815745968457060357,4184,0
815736392542261248,2287,9954
815639385530101762,1673,8321
815390420867969024,3847,10479
814986499976527872,1292,7744
814638523311648768,2733,11400
814578408554463233,5918,0
814530161257443328,1889,8738
814153002265309185,8793,29067
813944609378369540,3226,0
813910438903693312,1891,9404
813812741911748608,14164,36847
813800681631023104,1786,8413
813217897535406080,7390,18865
813202720496779264,1837,9349
813187593374461952,4424,20117
813172488309972993,1955,9393
813157409116065792,2238,7866
813142292504645637,2415,8576
813130366689148928,455,4526
813127251579564032,3180,11989
813112105746448384,2781,10432
813096984823349248,3669,10708
813081950185472002,2816,10015
813066809284972545,1981,8050
813051746834595840,7470,21240
812781120811126785,1931,7673
812709060537683968,1454,6703
812503143955202048,1237,6157
812466873996607488,1960,8068
812372279581671427,3715,13822
811985624773361665,1424,7356
811744202451197953,1623,7638
811647686436880384,753,5683
811627233043480576,3128,12938
811386762094317568,6475,21191
810984652412424192,1460,5410
810896069567610880,1798,9134
810657578271330305,2689,11114
810284430598270976,11478,35737
810254108431155201,3426,14898
809920764300447744,4003,15747
809808892968534016,4970,0
809448704142938112,1489,7028
809220051211603969,5689,20192
809084759137812480,3580,13422
808838249661788160,3091,10257
808733504066486276,2198,8012
808501579447930884,2644,11468
808344865868283904,21228,43161
808134635716833280,6032,0
808106460588765185,2237,8911
808001312164028416,3595,12706
807621403335917568,3681,14794
807106840509214720,56287,119941
807059379405148160,7467,0
807010152071229440,3929,13273
806629075125202948,35199,75800
806620845233815552,5622,0
806576416489959424,1976,4962
806542213899489280,2393,10360
806242860592926720,11830,0
806219024703037440,1213,6523
805958939288408065,5456,0
805932879469572096,1951,8400
805826884734976000,1863,6662
805823200554876929,8158,0
805520635690676224,1684,5833
805487436403003392,2560,8918
805207613751304193,1749,7946
804738756058218496,3872,13895
804475857670639616,2041,6224
804413760345620481,3287,0
804026241225523202,16427,45136
803773340896923648,2788,10203
803692223237865472,7553,0
803638050916102144,4208,11102
803380650405482500,1895,7891
803321560782307329,5415,0
803276597545603072,2496,10172
802952499103731712,2040,9148
802624713319034886,2963,0
802600418706604034,1491,7205
802572683846291456,2553,9062
802323869084381190,5930,16449
802265048156610565,1400,6866
802239329049477120,2668,9213
802185808107208704,277,0
801958328846974976,1744,7867
801854953262350336,241,1807
801538201127157760,2106,8348
801285448605831168,837,6142
801167903437357056,6032,24822
801127390143516673,4013,0
801115127852503040,2136,8193
800859414831898624,98,694
800855607700029440,1638,0
800751577355128832,2842,10726
800513324630806528,3038,13330
800459316964663297,2203,9650
800443802682937345,4393,0
800388270626521089,2851,11308
800188575492947969,4012,0
800141422401830912,2584,15508
800018252395122689,13392,28798
799774291445383169,4774,0
799757965289017345,2205,8519
799422933579902976,1959,8187
799308762079035393,5566,0
799297110730567681,2805,10040
799063482566066176,2507,8187
798933969379225600,4544,13284
798925684722855936,1468,7613
798705661114773508,6757,0
798701998996647937,7926,0
798697898615730177,6637,0
798694562394996736,5049,0
798686750113755136,2375,0
798682547630837760,4795,0
798673117451325440,5643,0
798665375516884993,3981,0
798644042770751489,1883,0
798628517273620480,2011,0
798585098161549313,5810,0
798576900688019456,5952,0
798340744599797760,3407,0
798209839306514432,2608,10572
797971864723324932,3164,11771
797545162159308800,4952,14762
797236660651966464,6696,20252
797165961484890113,26,227
796904159865868288,9084,0
796865951799083009,1952,7812
796759840936919040,3082,12009
796563435802726400,7403,0
796484825502875648,1788,7695
796387464403357696,4223,11170
796177847564038144,14506,0
796149749086875649,14506,32725
796125600683540480,1838,5036
796116448414461957,2457,9236
796080075804475393,2350,8585
796031486298386433,3773,10963
795464331001561088,24038,50335
795400264262053889,2924,10219
795076730285391872,5521,16436
794983741416415232,3428,0
794926597468000259,2343,10389
794355576146903043,10474,0
794332329137291264,2727,9725
794205286408003585,3383,9363
793962221541933056,4970,17072
793845145112371200,1900,9366
793614319594401792,3189,0
793601777308463104,1653,8103
793500921481273345,2417,10831
793286476301799424,9316,24939
793271401113350145,2430,8830
793256262322548741,8482,20265
793241302385262592,3359,10665
793226087023144960,2920,9978
793210959003287553,2843,9064
793195938047070209,5726,15518
793180763617361921,2033,7042
793165685325201412,2836,9543
793150605191548928,1728,6269
793135492858580992,2540,6522
793120401413079041,3987,12857
792913359805018113,4044,14544
792883833364439040,4346,11473
792773781206999040,1704,7462
792394556390137856,4364,13645
792050063153438720,1832,7256
791821351946420224,21440,0
791784077045166082,9749,0
791780927877898241,3881,0
791774931465953280,22559,45777
791672322847637504,3189,11916
791406955684368384,4184,13330
791312159183634433,2577,8923
791026214425268224,4171,0
790987426131050500,2171,9966
790946055508652032,4764,16886
790723298204217344,2348,0
790698755171364864,1957,8338
790581949425475584,7269,20942
790337589677002753,1912,7941
790277117346975746,3226,12748
790227638568808452,3627,0
789986466051088384,2348,9395
789960241177853952,4184,0
789903600034189313,4199,10497
789628658055020548,1794,7604
789599242079838210,1956,6870
789530877013393408,3428,11884
789314372632018944,2330,8776
789280767834746880,5019,0
789268448748703744,2643,9238
789137962068021249,2838,9849
788908386943430656,12672,27803
788765914992902144,10474,27710
788552643979468800,7289,0
788412144018661376,5345,15755
788178268662984705,2127,7322
788150585577050112,1307,6204
788070120937619456,3477,0
788039637453406209,1341,6211
787810552592695296,3093,8749
787717603741622272,2817,10398
787397959788929025,2882,11036
787322443945877504,1763,7884
787111942498508800,6847,0
786963064373534720,8086,26978
786729988674449408,2455,0
786709082849828864,6204,18475
786664955043049472,2593,10736
786595970293370880,3162,9567
786363235746385920,3556,11026
786286427768250368,2887,8071
786233965241827333,4811,15458
786051337297522688,156,1438
786036967502913536,7114,0
785927819176054784,3234,11533
785872687017132033,1838,6782
785639753186217984,2266,7945
785533386513321988,2025,9236
785515384317313025,1279,6192
785264754247995392,1656,7349
785170936622350336,4898,12178
784826020293709826,3287,10226
784517518371221505,2571,9084
784431430411685888,1288,5772
784183165795655680,8158,20301
784057939640352768,11266,30110
783839966405230592,10911,30396
783821107061198850,1996,7433
783695101801398276,3256,10585
783466772167098368,2277,8556
783391753726550016,5544,17072
783347506784731136,5619,0
783334639985389568,11830,29481
783085703974514689,2230,8238
782969140009107456,7467,24377
782747134529531904,1424,7548
782722598790725632,5456,17452
782598640137187329,1894,7884
782305867769217024,5624,16834
782021823840026624,6271,0
781955203444699136,3408,11245
781661882474196992,2746,10529
781655249211752448,1142,4031
781524693396357120,5622,20948
781308096455073793,2578,7210
781251288990355457,2102,8527
781163403222056960,2770,9903
780931614150983680,7403,21852
780858289093574656,2038,7252
780800785462489090,1317,5539
780601303617732608,3382,12230
780543529827336192,1759,6363
780496263422808064,3733,0
780476555013349377,115,0
780459368902959104,1089,5349
780192070812196864,2263,8795
780092040432480260,2323,0
780074436359819264,5028,12283
779834332596887552,7114,19077
779377524342161408,3140,8876
779124354206535695,18484,0
779056095788752897,4582,14886
778990705243029504,7264,20151
778774459159379968,9987,0
778764940568104960,366,875
778748913645780993,1324,6951
778650543019483137,1515,5822
778624900596654080,1018,4675
778408200802557953,4362,13724
778396591732486144,12344,0
778383385161035776,1113,5887
778286810187399168,3327,10458
778039087836069888,2666,8573
778027034220126208,1628,6597
777953400541634568,3557,0
777885040357281792,1639,6387
777684233540206592,2963,11308
777641927919427584,4263,0
777621514455814149,2523,8814
777189768882946048,4337,14393
776819012571455488,13806,0
776813020089548800,1218,4919
776477788987613185,2803,8875
776249906839351296,9203,0
776218204058357768,15998,30115
776201521193218049,2533,9690
776113305656188928,4393,11851
776088319444877312,153,1852
775898661951791106,16648,0
775842724423557120,2675,11788
775733305207554048,4013,13958
775729183532220416,4634,13073
775364825476165632,2994,7452
775350846108426240,3933,10230
775085132600442880,4774,15651
774757898236878852,1797,8656
774639387460112384,1748,6776
774314403806253056,5566,21914
773985732834758656,3895,10789
773922284943896577,1760,6436
773704687002451968,1642,6641
773670353721753600,1318,5382
773547596996571136,6212,22244
773336787167145985,5118,0
773308824254029826,7522,23443
773247561583001600,3273,9520
773191612633579521,4162,10057
772877495989305348,3900,8607
772826264096874500,2362,8110
772615324260794368,3406,0
772581559778025472,1706,6539
772193107915964416,1400,6079
772152991789019136,1138,3822
772117678702071809,746,3795
772114945936949249,471,2739
772102971039580160,948,4021
771908950375665664,1918,6627
771770456517009408,3407,12062
771500966810099713,2626,8300
771380798096281600,5118,10525
771171053431250945,7513,0
771136648247640064,2941,9194
771102124360998913,1450,6265
771014301343748096,1668,6904
770787852854652928,1205,4944
770772759874076672,1423,5197
770655142660169732,1775,7367
770414278348247044,2108,6355
770293558247038976,1489,6274
770093767776997377,3069,0
770069151037685760,2310,7632
769940425801170949,9620,31497
769695466921623552,1692,6439
769335591808995329,7769,0
769212283578875904,1732,5414
768970937022709760,6548,14410
768909767477751808,2686,0
768855141948723200,894,4215
768609597686943744,1208,4140
768596291618299904,1289,5054
768554158521745409,5873,0
768473857036525572,3450,13680
768193404517830656,3557,10905
767884188863397888,1389,4758
767754930266464257,5415,16064
767500508068192258,2347,7522
767191397493538821,3776,12348
767122157629476866,2864,10205
766864461642756096,5652,0
766793450729734144,1359,5088
766714921925144576,380,2617
766693177336135680,799,4024
766423258543644672,1594,6016
766313316352462849,1894,6815
766078092750233600,2633,0
766069199026450432,853,4235
766008592277377025,501,3751
765719909049503744,2158,7256
765669560888528897,1226,5205
765395769549590528,3395,26685
765371061932261376,2174,7087
765222098633691136,3406,11654
764857477905154048,1781,6471
764259802650378240,1502,6031
763956972077010945,54,759
763837565564780549,4171,12608
763183847194451968,1477,5395
763167063695355904,3025,0
763103485927849985,2299,7370
762699858130116608,3627,12168
762471784394268675,6427,11245
762464539388485633,4184,10322
762316489655476224,1126,4809
762035686371364864,15572,31919
761976711479193600,2010,5409
761750502866649088,3927,0
761745352076779520,864,4277
761672994376806400,29169,49587
761599872357261312,1192,4124
761371037149827077,18092,0
761334018830917632,1452,5198
761292947749015552,1087,4496
761227390836215808,1568,5335
761004547850530816,3477,11344
760893934457552897,980,3820
760656994973933572,1911,6587
760641137271070720,1298,4985
760539183865880579,3623,7569
760521673607086080,1386,4223
760290219849637889,11502,26825
760252756032651264,868,3949
760190180481531904,1804,5703
760153949710192640,31,0
759943073749200896,2083,5953
759923798737051648,5652,14689
759846353224826880,1972,6740
759793422261743616,1910,5963
759557299618865152,1183,4701
759447681597108224,2455,8495
759446261539934208,490,1671
759197388317847553,1946,6079
759159934323924993,1158,0
759099523532779520,4176,14511
759047813560868866,2012,6484
758854675097526272,895,3548
758828659922702336,3831,11218
758740312047005698,1614,5734
758474966123810816,1000,3804
758467244762497024,2214,4784
758405701903519748,1910,5217
758355060040593408,1073,3389
758099635764359168,9987,19059
758041019896193024,374,2703
757741869644341248,3244,6874
757729163776290825,7928,0
757725642876129280,1212,4541
757611664640446465,1108,4564
757597904299253760,300,0
757596066325864448,1056,4332
757400162377592832,6851,15133
757393109802180609,1736,5811
757354760399941633,1420,4517
756998049151549440,1982,6280
756939218950160384,2007,6639
756651752796094464,1304,5047
756526248105566208,3583,10400
756303284449767430,1093,3924
756288534030475264,17696,43965
756275833623502848,1529,6411
755955933503782912,2876,7316
755206590534418437,5358,16419
755110668769038337,11079,21172
754874841593970688,7897,0
754856583969079297,2514,6900
754747087846248448,521,2586
754482103782404096,1951,5281
754449512966619136,730,3748
754120377874386944,2358,7870
753655901052166144,2166,5834
753420520834629632,3567,7896
753398408988139520,1899,5746
753375668877008896,2323,7629
753298634498793472,5693,0
753294487569522689,1040,3364
753039830821511168,20837,37057
753026973505581056,962,3913
752932432744185856,6847,12615
752917284578922496,1574,6925
752701944171524096,2854,0
752682090207055872,1589,5995
752660715232722944,1551,4368
752568224206688256,2278,5493
752519690950500352,3430,7358
752334515931054080,1090,3806
752309394570878976,16208,0
752173152931807232,1833,5948
751950017322246144,913,3046
751937170840121344,1329,5177
751830394383790080,1940,5797
751793661361422336,2891,5808
751598357617971201,3034,7900
751583847268179968,1098,4381
751538714308972544,1258,5023
751456908746354688,995,3208
751251247299190784,5858,12476
751205363882532864,1807,6304
751132876104687617,1294,5058
750868782890057730,1357,4771
750719632563142656,5019,13143
750506206503038976,1137,4425
750429297815552001,4263,13134
750383411068534784,1150,4543
750381685133418496,27,690
750147208377409536,958,3093
750132105863102464,1290,3601
750117059602808832,1304,4316
750101899009982464,838,3037
750086836815486976,529,2163
750071704093859840,3322,7809
750056684286914561,893,3152
750041628174217216,615,3172
750026558547456000,788,2713
750011400160841729,905,3235
749996283729883136,811,3059
749981277374128128,2457,5108
749774190421639168,1309,4649
749417653287129088,1632,6092
749403093750648834,532,2613
749395845976588288,3418,8531
749317047558017024,2223,5487
749075273010798592,2061,5729
749064354620928000,1510,4782
749036806121881602,790,3083
748977405889503236,3387,10726
748932637671223296,2236,5793
748705597323898880,945,2769
748699167502000129,1578,4726
748692773788876800,1323,4230
748575535303884801,1964,6041
748568946752774144,666,2187
748346686624440324,1221,5194
748337862848962560,4083,7598
748324050481647620,752,3667
748307329658011649,704,3654
748220828303695873,7740,14061
747963614829678593,2132,5742
747933425676525569,2519,6560
747885874273214464,969,2927
747844099428986880,747,2807
747816857231626240,1152,4827
747651430853525504,153,1375
747648653817413632,5807,12825
747600769478692864,553,2311
747594051852075008,1051,3652
747512671126323200,1597,5510
747461612269887489,1034,3842
747439450712596480,1898,5389
747242308580548608,2886,0
747219827526344708,1552,5231
747204161125646336,916,3359
747103485104099331,3939,9504
746906459439529985,295,2874
746872823977771008,2116,5939
746818907684614144,1725,5287
746790600704425984,1592,4838
746757706116112384,3881,9518
746726898085036033,1782,6010
746542875601690625,1865,5001
746521445350707200,978,0
746507379341139972,1077,4624
746369468511756288,1617,6147
746131877086527488,2183,6867
746056683365994496,803,3528
745789745784041472,1057,3994
745712589599014916,2308,6962
745433870967832576,2515,7031
745422732645535745,2422,8509
745314880350101504,2727,7135
745074613265149952,3468,7781
745057283344719872,2241,7214
744995568523612160,612,2952
744971049620602880,2660,7824
744709971296780288,1553,5577
744334592493166593,2088,6736
744234799360020481,77241,155304
744223424764059648,360,1650
743980027717509120,1084,4136
743895849529389061,955,3622
743835915802583040,2055,0
743609206067040256,1371,4434
743595368194129920,6477,18241
743545585370791937,934,3504
743510151680958465,3707,7878
743253157753532416,1215,4201
743222593470234624,1892,6159
743210557239623680,1348,3810
742534281772302336,3542,7006
742528092657332225,1952,4377
742465774154047488,3883,7208
742423170473463808,3733,9739
742385895052087300,1947,6748
742161199639494656,1353,4305
742150209887731712,1530,5077
741793263812808706,1497,4508
741743634094141440,2722,8107
741438259667034112,822,3654
741303864243200000,3168,8706
741099773336379392,5460,9893
741067306818797568,3069,9437
740995100998766593,2712,6308
740711788199743490,928,3373
740699697422163968,773,2824
740676976021798912,6757,18022
740373189193256964,13188,34728
740365076218183684,426,2436
740359016048689152,857,3268
740214038584557568,1944,6632
739979191639244800,5873,19788
739932936087216128,1064,4015
739844404073074688,848,3766
739623569819336705,1336,3733
739606147276148736,1638,5339
739544079319588864,21022,39151
739485634323156992,2898,7084
739238157791694849,57352,114793
738891149612572673,6,111
738885046782832640,1130,3734
738883359779196928,784,3267
738537504001953792,1520,5033
738402415918125056,820,3214
738184450748633089,1197,4273
738166403467907072,3314,8685
738156290900254721,633,2476
737826014890496000,1748,5219
737800304142471168,3424,9890
737678689543020544,1297,4992
737445876994609152,4413,10147
737322739594330112,806,3567
737310737551491075,7326,14508
736736130620620800,1704,4207
736392552031657984,7289,17509
736365877722001409,1230,3928
736225175608430592,2746,8037
736010884653420544,2948,7805
735991953473572864,1137,3561
735648611367784448,1086,3986
735635087207878657,2324,6096
735274964362878976,4978,12876
735256018284875776,868,3291
735137028879360001,961,3095
734912297295085568,520,2723
734787690684657664,6207,12384
734776360183431168,533,2473
734559631394082816,391,1464
733828123016450049,773,3537
733822306246479872,1011,3627
733482008106668032,940,3108
733460102733135873,1266,4144
733109485275860992,16648,49653
732732193018155009,528,2408
732726085725589504,880,3512
732585889486888962,769,3619
